epoch,lr,train_loss,train_loss_r2p,train_loss_p2r,val_R1_r2p,val_R5_r2p,val_R10_r2p,val_R50_r2p,val_MedR_r2p,val_R1_p2r,val_R5_p2r,val_R10_p2r,val_R50_p2r,val_MedR_p2r,val_R5_mean,std_rna,std_prot,intra_cos_rna,intra_cos_prot,pos_cos
22,5.9369065729286245e-05,3.4630439834722098,3.464372269498287,3.4617156970481044,0.00193333031250472,0.008382799401875935,0.01454528977298473,0.052517105442022746,1816.0,0.00169166402344163,0.007083843098161826,0.012476022172882021,0.04508586705333273,2119.0,0.00773332125001888,0.05683807656168938,0.05491603910923004,0.1536915898323059,0.20507512986660004,0.5151820778846741
23,5.6266661678215216e-05,3.45690831915166,3.458250788894042,3.455565858563915,0.00193333031250472,0.008397903544942378,0.014802060205114263,0.05253220958508919,1806.0,0.0016614557373087438,0.007461446674822904,0.013140604467805518,0.04614315706798375,2066.0,0.007929675109882642,0.05669143795967102,0.054973918944597244,0.15754322707653046,0.20368103682994843,0.5134252309799194
24,5.313952597646568e-05,3.4508963228267104,3.452373048498953,3.4494196019307997,0.0020994758862355944,0.008805715407736342,0.014937997492712251,0.05294002144788315,1813.0,0.0017067681665080732,0.007431238388690017,0.012687480175812225,0.045856178349721326,2089.0,0.00811847689821318,0.0567837730050087,0.05496222525835037,0.15516315400600433,0.204168900847435,0.512330949306488
25,5e-05,3.443937356563562,3.4453999538453473,3.442474749331084,0.0019182261694382769,0.008594257404806138,0.014877580920446479,0.05322700016614557,1795.0,0.0018427054541060614,0.0075067591040222335,0.013125500324739076,0.04609784463878442,2075.0,0.008050508254414186,0.05714065954089165,0.055102117359638214,0.14438822865486145,0.19999852776527405,0.510487973690033
26,4.6860474023534335e-05,3.4379854882897836,3.439102682725018,3.4368683049993245,0.0019182261694382769,0.008820819550802786,0.01502862235111091,0.053181687736946245,1789.0,0.0017973930249067318,0.007552071533221563,0.013019771323273975,0.0465811772169106,2041.0,0.008186445542012175,0.05741339549422264,0.055204909294843674,0.13712172210216522,0.19723840057849884,0.5085527896881104
27,4.373333832178478e-05,3.4317742643849876,3.433053794010653,3.430494728788908,0.0019937468847704923,0.008760402978537012,0.015149455495642455,0.05349887474134155,1778.0,0.0018427054541060614,0.007748425393085324,0.013246333469270621,0.04609784463878442,2051.0,0.008254414185811168,0.05683913081884384,0.055087342858314514,0.15432247519493103,0.20096328854560852,0.508367121219635
28,4.063093427071376e-05,3.4273992062411045,3.4283396572819935,3.4264587619666864,0.0021447883154349237,0.008609361547872582,0.014968205778845138,0.05401241560560062,1768.0,0.0018276013110396182,0.0074010301025571315,0.013548416330599484,0.047140030510368996,2029.0,0.008005195825214856,0.0571838803589344,0.05527561902999878,0.1443692445755005,0.19532886147499084,0.5125922560691833
29,3.756550564175727e-05,3.422892695476296,3.4238712107000846,3.4219141858248956,0.0020994758862355944,0.008715090549337683,0.01536091349857266,0.05419366532239794,1772.0,0.0017822888818402889,0.007582279819354449,0.013261437612337064,0.046913468364372345,2033.0,0.008148685184346065,0.05737130716443062,0.055245451629161835,0.13844503462314606,0.1962520033121109,0.5083760023117065
30,3.4549150281252636e-05,3.418874859212834,3.4196945012909343,3.418055210766291,0.002039059313969822,0.008669778120138354,0.015043726494177352,0.053710332744271755,1796.0,0.0017369764526409593,0.007446342531756461,0.013216125183137735,0.04636971921398039,2036.0,0.008058060325947407,0.05718217045068741,0.05528172850608826,0.14469313621520996,0.1953228861093521,0.5095180869102478
31,3.1593772365766105e-05,3.4148461022639713,3.4157425604996976,3.4139496484065495,0.002054163457036265,0.008639569834005467,0.015119247209509568,0.05401241560560062,1775.0,0.0017067681665080732,0.0078088419653510955,0.013367166613802165,0.047245759511834094,2030.0,0.008224205899678282,0.057096194475889206,0.05521193891763687,0.1472804695367813,0.19739820063114166,0.511715292930603
32,2.8711035421746367e-05,3.4108603315082733,3.411710444197233,3.4100102180232588,0.0019937468847704923,0.008760402978537012,0.01590466264896461,0.05369522860120531,1760.0,0.0018729137402389475,0.007869258537616868,0.013684353618197472,0.04774419623302672,2016.0,0.00831483075807694,0.05719761922955513,0.055222488939762115,0.14447341859340668,0.19714275002479553,0.5110439658164978
33,2.591231629491423e-05,3.4077158599146617,3.4086964182145207,3.406735298828609,0.002054163457036265,0.008866131980002115,0.015542163215369977,0.054374915039195254,1734.0,0.001812497167973175,0.007914570966816198,0.013593728759798814,0.04784992523449182,2002.0,0.008390351473409156,0.05709019675850868,0.05531478673219681,0.1480555385351181,0.194377601146698,0.5104092359542847
34,2.3208660251050158e-05,3.404670402084249,3.4052099815394126,3.4041308349679427,0.002039059313969822,0.00922863141359675,0.015285392783240443,0.05493376833265365,1743.0,0.0017067681665080732,0.007793737822284653,0.013412479043001494,0.04717023879650188,2029.0,0.008511184617940702,0.05732399970293045,0.055271610617637634,0.14149805903434753,0.19581623375415802,0.5075059533119202
35,2.061073738537635e-05,3.3985971162633626,3.3991065248225087,3.3980877144706865,0.0021296841723684808,0.008820819550802786,0.01551195492923709,0.05475251861585633,1742.0,0.0017822888818402889,0.007718217106952437,0.013744770190463244,0.04765357137462806,2010.0,0.008269518328877611,0.05734116584062576,0.05537382513284683,0.14040404558181763,0.1928166002035141,0.5080257058143616
36,1.8128800512565513e-05,3.396614737423115,3.3971078149066347,3.396121653173125,0.0019484344555711632,0.008730194692404127,0.015481746643104203,0.05534158019544761,1736.0,0.0018578095971725044,0.007944779252949084,0.013548416330599484,0.04791034180675759,2006.0,0.008337486972676606,0.057233698666095734,0.05533304065465927,0.14410163462162018,0.1939844936132431,0.5095306038856506
37,1.5772644703565565e-05,3.3960921700689353,3.396703832336579,3.39548050979143,0.0020843717431691514,0.008956756838400774,0.015496850786170647,0.054843143474254986,1739.0,0.001903122026371834,0.007703112963885994,0.013790082619662573,0.04807648738048847,1996.0,0.008329934901143385,0.05731029063463211,0.055442895740270615,0.14194230735301971,0.1908665895462036,0.5088089108467102
38,1.3551568628929434e-05,3.3946412998766253,3.395239241334154,3.394043366777678,0.002069267600102708,0.008986965124533659,0.015345809355506215,0.054767622758922774,1745.0,0.0016765598803751868,0.007854154394550426,0.013669249475131028,0.047713987946893834,2010.0,0.008420559759542041,0.05749068036675453,0.05541367828845978,0.1365906447172165,0.19173696637153625,0.5072520971298218
39,1.1474337861210543e-05,3.3920254241644043,3.3925309280720297,3.3915199238390277,0.0021145800293020374,0.009002069267600103,0.015451538356971318,0.05506970562025164,1730.0,0.001812497167973175,0.007899466823749755,0.013518208044466597,0.04827284124035223,1999.0,0.00845076804567493,0.05736002326011658,0.055457763373851776,0.1405758261680603,0.19052475690841675,0.5104156136512756
40,9.549150281252633e-06,3.3901584948442616,3.3904548706315794,3.3898621106983624,0.0021296841723684808,0.008851027836935671,0.015481746643104203,0.05567387134290936,1728.0,0.0018729137402389475,0.008095820683613515,0.013880707478061232,0.048786382104611295,1992.0,0.008473424260274594,0.057285066694021225,0.05545222386717796,0.14279724657535553,0.19067074358463287,0.5090683698654175
41,7.783603724899257e-06,3.3881013660080646,3.388233898080052,3.3879688343341043,0.0021447883154349237,0.008805715407736342,0.015406225927771989,0.055024393191052304,1735.0,0.0018880178833053907,0.008080716540547072,0.01397133233645989,0.04840877852795022,1997.0,0.008443215974141707,0.0572456419467926,0.0554741807281971,0.1440960168838501,0.19008369743824005,0.5093130469322205
42,6.184665997806832e-06,3.3878420286863196,3.3881825226575186,3.387501536705259,0.0019937468847704923,0.009077589982932318,0.015496850786170647,0.0555832464845107,1732.0,0.0017973930249067318,0.007959883396015527,0.01382029090579546,0.0484389868140831,1988.0,0.008518736689473921,0.05745987221598625,0.05547180026769638,0.13763996958732605,0.1901664286851883,0.5074359774589539
43,4.758647376699032e-06,3.385835176318237,3.385722477169387,3.3859478663124505,0.0020994758862355944,0.009032277553732988,0.015738517075233736,0.05594574591810533,1723.0,0.0018276013110396182,0.007823946108417539,0.01401664476565922,0.048590028244747535,1981.0,0.008428111831075263,0.05739689618349075,0.05548854544758797,0.13949038088321686,0.18967682123184204,0.5080593824386597
44,3.511175705587433e-06,3.386415757002536,3.3864190773494256,3.3864124191424287,0.002054163457036265,0.009017173410666546,0.015270288640174,0.05579470448744091,1719.0,0.0017822888818402889,0.007914570966816198,0.013790082619662573,0.04869575724621263,1980.0,0.008465872188741373,0.057373691350221634,0.05549536645412445,0.14033150672912598,0.18953078985214233,0.5079331994056702
45,2.4471741852423237e-06,3.3850020291610234,3.3851910859396144,3.3848129624317407,0.002039059313969822,0.009153110698264534,0.015527059072303532,0.055764496201308016,1725.0,0.001812497167973175,0.007854154394550426,0.013895811621127675,0.04827284124035223,1986.0,0.008503632546407479,0.05742302164435387,0.055509116500616074,0.13881520926952362,0.18913833796977997,0.5073984265327454
46,1.5708419435684462e-06,3.3840681806032564,3.3839765132369104,3.3841598431932707,0.002069267600102708,0.009032277553732988,0.015481746643104203,0.0556889754859758,1724.0,0.001812497167973175,0.007990091682148414,0.013654145332064585,0.0484389868140831,1987.0,0.0085111846179407,0.05745038017630577,0.05550414323806763,0.1380527913570404,0.18928638100624084,0.5076582431793213
47,8.856374635655695e-07,3.3850670254887243,3.384847119176925,3.385286929412358,0.0020843717431691514,0.009002069267600103,0.015421330070838431,0.05587022520277312,1726.0,0.0018427054541060614,0.007990091682148414,0.013835395048861903,0.04849940338634887,1987.0,0.008496080474874258,0.05744370073080063,0.05550041422247887,0.138268381357193,0.18940262496471405,0.5075493454933167
48,3.9426493427611177e-07,3.3838208537666943,3.3836659175127695,3.3839757908166748,0.0020994758862355944,0.009032277553732988,0.015376017641639102,0.0555832464845107,1726.0,0.0017973930249067318,0.008020299968281299,0.013699457761263915,0.048393674384883775,1989.0,0.008526288761007143,0.05743563920259476,0.055501341819763184,0.13852691650390625,0.18938037753105164,0.5074922442436218
49,9.866357858642205e-08,3.3842701999492357,3.384266713226777,3.3842736882638054,0.0021145800293020374,0.009002069267600103,0.015330705212439772,0.0555832464845107,1725.0,0.001812497167973175,0.008005195825214856,0.013729666047396802,0.048529611672481765,1990.0,0.008503632546407479,0.05743502825498581,0.05550222843885422,0.1385527402162552,0.18935631215572357,0.5075498223304749
50,0.0,3.3843916616774163,3.3843592821258137,3.384424037248742,0.0021145800293020374,0.009017173410666546,0.015330705212439772,0.05559835062757715,1725.0,0.0017973930249067318,0.008005195825214856,0.013729666047396802,0.04863534067394686,1989.0,0.0085111846179407,0.05743291229009628,0.055502600967884064,0.13861681520938873,0.18934544920921326,0.5076353549957275
