epoch,lr,train_loss,train_loss_r2p,train_loss_p2r,val_R1_r2p,val_R5_r2p,val_R10_r2p,val_R50_r2p,val_MedR_r2p,val_R1_p2r,val_R5_p2r,val_R10_p2r,val_R50_p2r,val_MedR_p2r,val_R5_mean,std_rna,std_prot,intra_cos_rna,intra_cos_prot,pos_cos
18,7.128896457825364e-05,3.6805140173374697,3.6756974186388973,3.6853306039335765,0.004292317851639886,0.018049746863306185,0.031587057010785825,0.1037310147479639,717.0,0.0037420206911732336,0.013702399295619635,0.02393792648029936,0.0863416244772177,922.0,0.01587607307946291,0.05910108610987663,0.055123113095760345,0.08695225417613983,0.1950913369655609,0.46742403507232666
19,6.840622763423391e-05,3.669455749734404,3.6641377845996526,3.6747736942949634,0.004457406999779881,0.018765133171912834,0.03230244331939247,0.10505172793308387,722.5,0.003907109839313229,0.013372220999339643,0.02443319392471935,0.08771736737838433,921.0,0.01606867708562624,0.0589900016784668,0.05511219799518585,0.08983733505010605,0.1955423653125763,0.4702082872390747
20,6.545084971874738e-05,3.6559497172457314,3.6506650580972586,3.661234380024944,0.004402377283733216,0.018875192604006163,0.03312788906009245,0.10637244111820383,696.0,0.0034668721109399076,0.014472815320272947,0.02465331278890601,0.08925819942769095,897.0,0.016674003962139555,0.059334512799978256,0.0551149956882,0.08008074015378952,0.195596843957901,0.46865177154541016
21,6.243449435824276e-05,3.6423022626015134,3.6364708890769686,3.6481336470182777,0.004512436715826546,0.018600044023772837,0.03290777019590579,0.1075280651551838,694.0,0.0037420206911732336,0.013482280431432974,0.024488223640766013,0.08832269425489764,909.0,0.016041162227602906,0.05904996767640114,0.05502795800566673,0.08886604756116867,0.19795136153697968,0.469515860080719
22,5.9369065729286245e-05,3.636130969536486,3.630476725283008,3.6417852271026767,0.004402377283733216,0.017719568567026195,0.03373321593660577,0.10796830288355712,692.0,0.0036869909751265683,0.015023112480739599,0.025478758529605988,0.09019370460048426,893.0,0.016371340523882897,0.059032686054706573,0.05508024990558624,0.08944306522607803,0.19658802449703217,0.47008684277534485
23,5.6266661678215216e-05,3.623970279838833,3.6181179012743954,3.6298226547725307,0.004897644728153203,0.018765133171912834,0.03400836451683909,0.10846357032797711,679.0,0.0037970504072198986,0.013977547875852961,0.025258639665419327,0.08909311027955095,881.0,0.016371340523882897,0.05901378393173218,0.055039841681718826,0.09078637510538101,0.197461798787117,0.47234928607940674
24,5.313952597646568e-05,3.616176976770314,3.6103242060859797,3.6220297462444013,0.005062733876293198,0.019645608628659477,0.03356812678846577,0.10939907550077041,682.0,0.003962139555359894,0.01386748844375963,0.0262491745542593,0.0912392692053709,878.0,0.016756548536209552,0.058996543288230896,0.05511821061372757,0.09112472832202911,0.195551335811615,0.4724292457103729
25,5e-05,3.60381733584525,3.5975910116573275,3.6100436757663785,0.004622496147919877,0.018985252036099493,0.033017829627999117,0.10873871890821044,678.0,0.004182258419546555,0.013977547875852961,0.02635923398635263,0.09063394232885759,876.0,0.016481399955976226,0.0593164786696434,0.05512569844722748,0.08177678287029266,0.195282444357872,0.47072774171829224
26,4.6860474023534335e-05,3.5940149677586435,3.586721438441785,3.601308488603776,0.0053378824565265244,0.020030816640986132,0.03422848338102576,0.1098943429451904,677.0,0.003907109839313229,0.014362755888179616,0.027239709443099273,0.09156944750165089,870.0,0.017196786264582875,0.05916067212820053,0.05512639507651329,0.08582566678524017,0.19567595422267914,0.4663662612438202
27,4.373333832178478e-05,3.5881995767506245,3.5806363863388295,3.59576275990094,0.004677525863966542,0.019645608628659477,0.03428351309707242,0.11110499669821704,672.0,0.004072198987453225,0.01480299361655294,0.026414263702399295,0.09211974466211754,869.5,0.017224301122606207,0.059423014521598816,0.05513761192560196,0.07850120216608047,0.19526706635951996,0.46727779507637024
28,4.063093427071376e-05,3.5817638871633464,3.5742842243407584,3.5892435572474137,0.004677525863966542,0.019535549196566145,0.034448602245212415,0.11077481840193705,673.0,0.003962139555359894,0.014307726172132952,0.026194144838212634,0.09167950693374423,883.0,0.01692163768434955,0.05944939702749252,0.055077191442251205,0.07777145504951477,0.19723480939865112,0.46210381388664246
29,3.756550564175727e-05,3.574477366384516,3.5668508716041063,3.5821038672161585,0.005007704160246533,0.019590578912612813,0.03499889940567907,0.11088487783403038,671.0,0.004292317851639886,0.01513317191283293,0.027459828307285935,0.09366057671142416,855.0,0.017361875412722872,0.059304993599653244,0.05514058843255043,0.08231449872255325,0.1953616440296173,0.4736190438270569
30,3.4549150281252636e-05,3.5694953511814176,3.5621416205682124,3.576849063640924,0.004787585296059872,0.020030816640986132,0.03516398855381906,0.11275588817961699,665.0,0.004402377283733216,0.014582874752366278,0.028285274047985913,0.09432093330398415,857.0,0.017306845696676204,0.059424467384815216,0.055158358067274094,0.07894670218229294,0.19478386640548706,0.46997499465942383
31,3.1593772365766105e-05,3.565499966519738,3.557310183036146,3.573689748793084,0.004787585296059872,0.02052608408540612,0.035384107418005725,0.11358133392031697,661.0,0.00423728813559322,0.014858023332599604,0.027900066035659254,0.09349548756328417,867.0,0.017692053709002863,0.05939792841672897,0.0551254004240036,0.07930293679237366,0.19584307074546814,0.46693575382232666
32,2.8711035421746367e-05,3.5559035460961046,3.548125414678893,3.5636816823543027,0.004897644728153203,0.019975786924939468,0.03543913713405239,0.11215056130310368,663.0,0.004347347567686551,0.01513317191283293,0.02762491745542593,0.09311027955095752,865.0,0.017554479418886198,0.0593867227435112,0.05514410138130188,0.07963520288467407,0.19535095989704132,0.467648446559906
33,2.591231629491423e-05,3.553665950213592,3.5447521451766115,3.562579762512052,0.005062733876293198,0.019755668060752806,0.03516398855381906,0.11176535329077703,663.0,0.004347347567686551,0.01524323134492626,0.028285274047985913,0.0948712304644508,844.0,0.017499449702839533,0.05913659185171127,0.05511580407619476,0.08809386193752289,0.19625581800937653,0.47289028763771057
34,2.3208660251050158e-05,3.549457781205928,3.541276598944882,3.557638973148946,0.005172793308386528,0.020250935505172794,0.03582434514637904,0.11204050187101035,662.0,0.004182258419546555,0.014913053048646268,0.027955095751705922,0.09349548756328417,859.0,0.01758199427690953,0.059578798711299896,0.05510319769382477,0.07411690056324005,0.1964404433965683,0.4632805585861206
35,2.061073738537635e-05,3.547761557671019,3.5388221329238814,3.556700970315691,0.005172793308386528,0.020305965221219458,0.03587937486242571,0.1136913933524103,654.0,0.003907109839313229,0.014417785604226283,0.028285274047985913,0.0934404578472375,859.0,0.01736187541272287,0.059539880603551865,0.05515075847506523,0.0751158744096756,0.19491291046142578,0.46402356028556824
36,1.8128800512565513e-05,3.5400536350792433,3.530537604075398,3.549569669713829,0.005172793308386528,0.020581113801452784,0.03609949372661237,0.11358133392031697,653.0,0.004512436715826546,0.01480299361655294,0.029165749504732556,0.0947061413163108,847.0,0.017692053709002863,0.059473443776369095,0.05513651669025421,0.0771738663315773,0.19542692601680756,0.4688825309276581
37,1.5772644703565565e-05,3.539102655982003,3.5297193357787155,3.548485977395537,0.005062733876293198,0.020471054369359455,0.035219018269865725,0.11275588817961699,653.5,0.004292317851639886,0.014858023332599604,0.02817521461589258,0.09371560642747083,857.0,0.01766453885097953,0.05960748344659805,0.05515505373477936,0.07377388328313828,0.1947946399450302,0.4652678668498993
38,1.3551568628929434e-05,3.535352624612411,3.526166936467747,3.5445383175980623,0.005282852740479859,0.02107638124587277,0.03554919656614572,0.11429672022892362,654.0,0.004402377283733216,0.014637904468412942,0.028120184899845916,0.09443099273607748,852.0,0.017857142857142856,0.059453390538692474,0.05513690039515495,0.07854396104812622,0.19531577825546265,0.46686211228370667
39,1.1474337861210543e-05,3.5339836299721963,3.5241182467659113,3.5438490107579885,0.00539291217257319,0.02085626238168611,0.03582434514637904,0.112920977327757,651.5,0.004512436715826546,0.014747963900506273,0.028450363196125907,0.09498128989654413,845.0,0.01780211314109619,0.059562962502241135,0.055163197219371796,0.0754985585808754,0.19463513791561127,0.4661635458469391
40,9.549150281252633e-06,3.5311826001569098,3.520987592977921,3.5413776012846663,0.00550297160466652,0.020360994937266123,0.03532907770195906,0.1140215716486903,654.0,0.004457406999779881,0.014858023332599604,0.028395333480079242,0.09421087387189082,852.5,0.017609509134932862,0.05946438014507294,0.05515556037425995,0.07835341989994049,0.19479379057884216,0.4664042592048645
41,7.783603724899257e-06,3.527970098601985,3.518078286030571,3.537861920855372,0.005227823024433194,0.020360994937266123,0.0362095531587057,0.11413163108078363,646.0,0.004347347567686551,0.015188201628879594,0.028670482060312568,0.0952014087607308,844.0,0.01777459828307286,0.059456564486026764,0.05516912788152695,0.07858944684267044,0.1945386677980423,0.46689945459365845
42,6.184665997806832e-06,3.524119168973816,3.514087352655866,3.5341509937634927,0.005447941888619854,0.020581113801452784,0.03587937486242571,0.11440677966101695,649.0,0.004457406999779881,0.015023112480739599,0.028340303764032578,0.09509134932863747,847.0,0.01780211314109619,0.059596799314022064,0.05516565963625908,0.07446908950805664,0.19463317096233368,0.46557140350341797
43,4.758647376699032e-06,3.5261078086601296,3.5159014505783315,3.536314166741928,0.00550297160466652,0.020471054369359455,0.03554919656614572,0.11413163108078363,649.0,0.004512436715826546,0.014527845036319613,0.028120184899845916,0.09536649790887079,845.0,0.017499449702839533,0.05948847532272339,0.05515172705054283,0.077725850045681,0.19504205882549286,0.4665493369102478
44,3.511175705587433e-06,3.527448404864006,3.5168801406918444,3.5380166738771543,0.005282852740479859,0.02063614351749945,0.03609949372661237,0.11440677966101695,648.0,0.004292317851639886,0.01513317191283293,0.028505392912172575,0.0948712304644508,849.5,0.01788465771516619,0.05952427536249161,0.05513821542263031,0.0766630694270134,0.1954309195280075,0.46453651785850525
45,2.4471741852423237e-06,3.5213006498849935,3.5110167839805486,3.531584512158699,0.0056130310367598505,0.020360994937266123,0.03571428571428571,0.11424169051287696,648.0,0.0041272287034998896,0.014968082764692935,0.02900066035659256,0.09525643847677746,844.0,0.01766453885097953,0.059508904814720154,0.05514182150363922,0.07710005342960358,0.19534006714820862,0.46707987785339355
46,1.5708419435684462e-06,3.5252319302050594,3.5145540007479905,3.5359098657133616,0.00550297160466652,0.020471054369359455,0.03565925599823905,0.11457186880915694,648.5,0.00423728813559322,0.015188201628879594,0.02922077922077922,0.09542152762491746,839.0,0.017829627999119524,0.059443071484565735,0.05514656752347946,0.07909301668405533,0.19520188868045807,0.4681178033351898
47,8.856374635655695e-07,3.5220093545574827,3.5113291123191717,3.5326895919548074,0.005447941888619854,0.020471054369359455,0.035494166850099054,0.11435174994497029,648.0,0.004457406999779881,0.01513317191283293,0.028395333480079242,0.09481620074840413,845.5,0.01780211314109619,0.059519704431295395,0.055148638784885406,0.07674412429332733,0.1951417475938797,0.46624356508255005
48,3.9426493427611177e-07,3.522283364068433,3.5114524788057744,3.533114243279859,0.00550297160466652,0.020471054369359455,0.03587937486242571,0.11413163108078363,648.0,0.004292317851639886,0.015298261060972925,0.02856042262821924,0.09525643847677746,841.0,0.01788465771516619,0.05948428064584732,0.05514992028474808,0.07784861326217651,0.19510088860988617,0.4673306345939636
49,9.866357858642205e-08,3.5214144457415277,3.5107414698237696,3.5320874192387923,0.005447941888619854,0.020416024653312787,0.03565925599823905,0.11424169051287696,648.0,0.004457406999779881,0.01524323134492626,0.028615452344265904,0.09514637904468413,842.0,0.017829627999119524,0.05948881059885025,0.05514952167868614,0.0776875838637352,0.195113405585289,0.46705353260040283
50,0.0,3.5185830012190764,3.5080388512103085,3.529127162120064,0.00550297160466652,0.02052608408540612,0.03576931543033238,0.11440677966101695,648.0,0.004457406999779881,0.01513317191283293,0.028505392912172575,0.09531146819282413,842.0,0.017829627999119524,0.0594911091029644,0.055149778723716736,0.07761724293231964,0.19510634243488312,0.46718230843544006
