epoch,train_loss,val_R5_mean,pos_cos,std_rna,lr
1,5.288532658291977,0.012166666666666666,0.2849782705307007,0.03587911278009415,9.990133642141359e-05
2,5.027759363336834,0.012166666666666666,0.30155494809150696,0.037500765174627304,9.96057350657239e-05
3,4.948029136816926,0.013666666666666667,0.3054502308368683,0.03869399055838585,9.911436253643445e-05
4,4.900892354013128,0.013666666666666667,0.3104214668273926,0.03959624469280243,9.842915805643155e-05
5,4.86487865288787,0.014166666666666668,0.3154127597808838,0.03995031118392944,9.755282581475769e-05
6,4.837631078315697,0.015166666666666665,0.3229428231716156,0.040163859724998474,9.648882429441257e-05
7,4.812157840282969,0.013500000000000002,0.3170706033706665,0.04060522839426994,9.524135262330098e-05
8,4.79395968209523,0.014666666666666665,0.31575101613998413,0.04098153114318848,9.381533400219318e-05
9,4.776205704486828,0.015333333333333334,0.31970104575157166,0.04080244153738022,9.221639627510076e-05
10,4.762511565410633,0.014166666666666668,0.3263673782348633,0.041117340326309204,9.045084971874738e-05
11,4.7476609035804,0.013833333333333333,0.32870030403137207,0.041241466999053955,8.852566213878947e-05
12,4.735083880129959,0.015166666666666665,0.3237318992614746,0.04138632118701935,8.644843137107059e-05
13,4.722603028923124,0.015166666666666665,0.3284071981906891,0.04143652692437172,8.422735529643444e-05
14,4.713764163607946,0.016,0.33591246604919434,0.04157289117574692,8.18711994874345e-05
15,4.70364544188638,0.015333333333333332,0.33235952258110046,0.041757285594940186,7.938926261462366e-05
16,4.6950100172740195,0.01633333333333333,0.3338891863822937,0.04138631373643875,7.679133974894983e-05
17,4.686877462422111,0.015666666666666666,0.33885902166366577,0.04185467213392258,7.408768370508576e-05
18,4.680220477370069,0.016166666666666666,0.33376866579055786,0.04202944412827492,7.128896457825364e-05
19,4.672862118194019,0.016166666666666666,0.33601948618888855,0.0421375036239624,6.840622763423391e-05
20,4.667244506001672,0.017,0.33344605565071106,0.0420977845788002,6.545084971874738e-05
21,4.659863546018012,0.016,0.33852967619895935,0.04242709279060364,6.243449435824276e-05
22,4.655083088723567,0.01633333333333333,0.33806368708610535,0.04240719974040985,5.9369065729286245e-05
23,4.648264268801885,0.016333333333333335,0.3388071358203888,0.04230765998363495,5.6266661678215216e-05
24,4.643753436252549,0.016666666666666666,0.3299587666988373,0.04266645386815071,5.313952597646568e-05
25,4.639246431933421,0.018333333333333333,0.3376258909702301,0.04256010800600052,5e-05
26,4.636273905510496,0.017833333333333333,0.33460164070129395,0.04261230677366257,4.6860474023534335e-05
27,4.632158029457564,0.018833333333333334,0.33884599804878235,0.04293295741081238,4.373333832178478e-05
28,4.6271341766459315,0.018000000000000002,0.33897775411605835,0.042947396636009216,4.063093427071376e-05
29,4.623394836368465,0.017833333333333333,0.333292156457901,0.043056778609752655,3.756550564175727e-05
30,4.620959064598274,0.018333333333333333,0.33921870589256287,0.042886942625045776,3.4549150281252636e-05
31,4.616827113003484,0.017166666666666667,0.3354613780975342,0.04291745275259018,3.1593772365766105e-05
32,4.61580673959697,0.018333333333333333,0.3393723666667938,0.04289586842060089,2.8711035421746367e-05
33,4.613715930454719,0.017,0.3371029496192932,0.0433574914932251,2.591231629491423e-05
34,4.61069945620376,0.018166666666666664,0.337977796792984,0.04298270121216774,2.3208660251050158e-05
35,4.609164515799393,0.018833333333333334,0.3388199806213379,0.04319022223353386,2.061073738537635e-05
36,4.608134015772697,0.018333333333333333,0.3378447890281677,0.04340173304080963,1.8128800512565513e-05
37,4.606247442592563,0.018666666666666665,0.3396734893321991,0.04311002045869827,1.5772644703565565e-05
38,4.604172187575911,0.018333333333333333,0.33715564012527466,0.043377585709095,1.3551568628929434e-05
39,4.602716232580017,0.018333333333333333,0.3369717299938202,0.04337416961789131,1.1474337861210543e-05
